,,,,,
,,,,,
Courtenay,Comox  Valley  Ringette  Association,Community Gaming Grant,Sport,Sports for Youth,6000.00
Courtenay,Comox Valley Aquatic Club,Community Gaming Grant,Sport,Sports for Youth,43000.00
Courtenay,Comox Valley Art Gallery,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,41000.00
Courtenay,Comox Valley Baseball Association,Community Gaming Grant,Sport,Sports for Youth,18000.00
Courtenay,Comox Valley Child Development Association,Community Gaming Grant,Human and Social Services,Community Education,77000.00
Courtenay,Comox Valley Community Arts Council,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,23000.00
Courtenay,Comox Valley Curling Club,Community Gaming Grant,Sport,Sports for Youth,9200.00
Courtenay,Comox Valley Exhibition Association Fall Fair,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",44000.00
Courtenay,Comox Valley Family Services Association,Community Gaming Grant,Human and Social Services,Community Education,13500.00
Courtenay,Comox Valley Food Bank Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,53000.00
Courtenay,Comox Valley Ground Search & Rescue Association,Community Gaming Grant,Public Safety,Enhancement of Public Safety,86500.00
Courtenay,Comox Valley Head Injury Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,20000.00
Courtenay,Comox Valley Hospice Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,96000.00
Courtenay,Comox Valley Land Trust,Community Gaming Grant,Environment,Conservation of the Environment,35000.00
Courtenay,Comox Valley Monarch Lions Club,Community Gaming Grant,Human and Social Services,Community Service Organization,15000.00
Courtenay,Comox Valley Project Watershed Society,Community Gaming Grant,Environment,Conservation of the Environment,36500.00
Courtenay,Comox Valley Raiders Youth Football Club,Community Gaming Grant,Sport,Sports for Youth,22500.00
Courtenay,Comox Valley Skating Club,Community Gaming Grant,Sport,Sports for Youth,27000.00
Courtenay,Comox Valley Therapeutic Riding Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,47600.00
Courtenay,Comox Valley Toy Library Society,Community Gaming Grant,Human and Social Services,Enhancement of Youth,1800.00
Courtenay,Comox Valley Transition Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,34000.00
Courtenay,Comox Valley Youth Music Centre,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,25000.00
Courtenay,Courtenay and District Historical Society,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,40000.00
Courtenay,Courtenay Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,4128.00
Courtenay,Eureka Support Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,9200.00
Courtenay,G.P. Vanier Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,24840.00
Courtenay,Glacier View Lodge  Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,43600.00
Courtenay,Glacier View PAC,PAC,DPAC and PAC,Parent Advisory Councils,2568.00
Courtenay,Huband Park Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,9096.00
Courtenay,Kitty Cat P.A.L. Society,Community Gaming Grant,Environment,Conservation of the Environment,25000.00
Courtenay,Kiwanis Club of Courtenay,Community Gaming Grant,Human and Social Services,Community Service Organization,20000.00
Courtenay,Lake Trail Community Education Society,Community Gaming Grant,Human and Social Services,Community Education,34500.00
Courtenay,Lake Trail Middle School PAC,PAC,DPAC and PAC,Parent Advisory Councils,7680.00
Courtenay,L'Arche Comox Valley,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,27000.00
Courtenay,LUSH Valley Food Action Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,63500.00
Courtenay,Mark R. Isfeld Secondary Parents' Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,23856.00
Courtenay,Mt. Washington Ski Club,Community Gaming Grant,Sport,Sports for Youth,17000.00
Courtenay,North Island Distance Education School (NIDES) P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,28464.00
Courtenay,North Island Festival of Performing Arts,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,5000.00
Courtenay,Puntledge Park Elementary PAC,PAC,DPAC and PAC,Parent Advisory Councils,11088.00
Courtenay,Queneesh Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,10536.00
Courtenay,Rainbow Youth Theatre Society,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,6000.00
Courtenay,Rotary Club of Strathcona Sunrise,Community Gaming Grant,Human and Social Services,Community Service Organization,14000.00
Courtenay,Saltwater Parent Group,PAC,DPAC and PAC,Parent Advisory Councils,1104.00
Courtenay,Scouts Canada - 3rd Courtenay,Community Gaming Grant,Human and Social Services,Enhancement of Youth,4900.00
Courtenay,Scouts Canada- 1st Cumberland Scouts,Community Gaming Grant,Human and Social Services,Enhancement of Youth,4200.00
Courtenay,Shrine Club #5 - Comox Valley,Community Gaming Grant,Human and Social Services,Community Service Organization,8500.00
Courtenay,Sid Williams Theatre Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,5000.00
Courtenay,Soroptimist International Of Courtenay,Community Gaming Grant,Human and Social Services,Community Service Organization,7500.00
Courtenay,Stepping Stones Recovery House for Women Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,53000.00
Courtenay,The Alberni Project Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",9000.00
Courtenay,The Comox Valley Minor Hockey Association,Community Gaming Grant,Sport,Sports for Youth,100000.00
Courtenay,Today 'N' Tomorrow Learning Society,Community Gaming Grant,Human and Social Services,Community Education,11600.00
Courtenay,Tsolum River Restoration Society,Community Gaming Grant,Environment,Conservation of the Environment,20000.00
Courtenay,Valley View Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,8496.00
Courtenay,Wachiay Friendship Centre Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,70000.00
Cowichan Bay,Bench Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,10080.00
Cowichan Bay,Canadian Light Music Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,9000.00
Cowichan Bay,Canadian Pony Club - Cowichan Valley,Community Gaming Grant,Sport,Sports for Youth,1000.00
Cowichan Bay,Cowichan Wooden Boat Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",36000.00
Cowichan Bay,Scouts Canada - 1st Bench,Community Gaming Grant,Human and Social Services,Enhancement of Youth,3000.00
Cranbrook,Amy Woodland Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,6432.00
Cranbrook,B.C. Seniors Games Society - Zone 7,Community Gaming Grant,Sport,Sports - Adult,8000.00
Cranbrook,Blue Lake Forest Education Society,Community Gaming Grant,Human and Social Services,Enhancement of Youth,48000.00
Cranbrook,Canadian Mental Health Association for the Kootenays,Community Gaming Grant,Human and Social Services,Public Health in the Community,77900.00
Cranbrook,Community Connections Society of Southeast BC,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,36500.00
Cranbrook,Cranbrook Amateur Swim Association,Community Gaming Grant,Sport,Sports for Youth,15400.00
Cranbrook,Cranbrook and District Arts Council,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,9000.00
Cranbrook,Cranbrook and District Restorative Justice Society,Community Gaming Grant,Public Safety,Enhancement of Public Safety,24500.00
Cranbrook,Cranbrook and District Search and Rescue Society,Community Gaming Grant,Public Safety,Enhancement of Public Safety,22000.00
Cranbrook,"Cranbrook Archives, Museum and Landmark Foundation",Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",49600.00
Cranbrook,Cranbrook Boys and Girls Club,Community Gaming Grant,Human and Social Services,Enhancement of Youth,25000.00
Cranbrook,Cranbrook Community Theatre Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,10500.00
Cranbrook,Cranbrook Food Bank Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,21500.00
Cranbrook,Cranbrook Kimberley Hospice Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,10020.00
Cranbrook,Cranbrook Lacrosse Association,Community Gaming Grant,Sport,Sports for Youth,6720.00
Cranbrook,Cranbrook Minor Ball Association,Community Gaming Grant,Sport,Sports for Youth,30000.00
Cranbrook,Cranbrook Minor Hockey Association,Community Gaming Grant,Sport,Sports for Youth,60000.00
Cranbrook,Cranbrook Skating Club,Community Gaming Grant,Sport,Sports for Youth,19700.00
Cranbrook,East Kootenay Volleyball Club,Community Gaming Grant,Sport,Sports for Youth,15175.00
Cranbrook,Fraternal Order of Eagles Cranbrook Aerie No. 3032,Community Gaming Grant,Human and Social Services,Community Service Organization,18000.00
Cranbrook,Gordon Terrace Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,5976.00
Cranbrook,Highlands District PAC,PAC,DPAC and PAC,Parent Advisory Councils,6624.00
Cranbrook,Key City Gymnastics Society,Community Gaming Grant,Sport,Sports for Youth,56300.00
Cranbrook,Kin Club of Cranbrook,Community Gaming Grant,Human and Social Services,Community Service Organization,26000.00
Cranbrook,Kootenay Orchards Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,5088.00
Cranbrook,Laurie Middle School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,8904.00
Cranbrook,Lions Club of Cranbrook,Community Gaming Grant,Human and Social Services,Community Service Organization,20000.00
Cranbrook,Mount Baker Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,19680.00
Cranbrook,Parkland Middle School PAC,PAC,DPAC and PAC,Parent Advisory Councils,18620.00
Cranbrook,Pinewood Elementary PAC,PAC,DPAC and PAC,Parent Advisory Councils,2976.00
Cranbrook,Rotary Club of Cranbrook,Community Gaming Grant,Human and Social Services,Community Service Organization,14000.00
Cranbrook,Royal Canadian Legion Branch #24 - Ladies Auxiliary,Community Gaming Grant,Human and Social Services,Community Service Organization,10000.00
Cranbrook,Southeast Kootenay District Parent Advisory Council,DPAC,DPAC and PAC,District Parent Advisory Council,2500.00
Cranbrook,Special Olympics British Columbia Society - Kimberley/Cranbrook,Community Gaming Grant,Sport,Sports for Disabled Persons,6000.00
Cranbrook,St. Mary's Catholic Independent School Parent Support Group,PAC,DPAC and PAC,Parent Advisory Councils,2928.00
Cranbrook,Steeples Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,4392.00
Cranbrook,Symphony of the Kootenays Association,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,16000.00
Cranbrook,T.M. Roberts Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,9144.00
Cranbrook,United Way East Kootenay,Community Gaming Grant,Human and Social Services,Public Health in the Community,5000.00
Cranbrook,Wycliffe Exhibition Association,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",16500.00
Crawford Bay,Crawford Bay Elementary Secondary School Parents Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,1536.00
Crawford Bay,South Kootenay Lake Community Service Society,Community Gaming Grant,Human and Social Services,Community Education,4800.00
Crawford Bay,Starbelly Jam Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",12500.00
Creston,Adam Robertson Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,8184.00
Creston,Creston and District Society for Community Living,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,46000.00
Creston,Creston Valley Fall Fair Association,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",15000.00
Creston,Creston Valley Figure Skating Club,Community Gaming Grant,Sport,Sports for Youth,11400.00
Creston,Creston Valley Food Action Coalition,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,12000.00
Creston,Creston Valley Gymnastics Club,Community Gaming Grant,Sport,Sports for Youth,22400.00
Creston,Creston Valley Junior Hockey Society,Community Gaming Grant,Sport,Sports for Youth,15000.00
Creston,Creston Valley Youth Soccer Association,Community Gaming Grant,Sport,Sports for Youth,12000.00
Creston,Creston Wave Swim Club,Community Gaming Grant,Sport,Sports for Youth,10000.00
Creston,Homelinks Centre PAC,PAC,DPAC and PAC,Parent Advisory Councils,3840.00
Creston,Prince Charles Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,11472.00
Creston,Valley Community Services Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,55000.00
Creston,Yaqan Nukiy School PAC,PAC,DPAC and PAC,Parent Advisory Councils,2184.00
Cumberland,Cumberland and District Historical Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",10800.00
Cumberland,Cumberland Community School Parents Association,PAC,DPAC and PAC,Parent Advisory Councils,11424.00
Cumberland,Cumberland Community Schools Society,Community Gaming Grant,Human and Social Services,Community Education,16900.00
Cumberland,Royston-Cumberland Lions Club,Community Gaming Grant,Human and Social Services,Community Service Organization,16000.00
D'Arcy,Blackwater Creek Elementary School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,288.00
Dawson Creek,Bear Mountain Nordic Ski Association,Community Gaming Grant,Sport,Sports for Youth,3300.00
Dawson Creek,Canalta Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,5616.00
Dawson Creek,Crescent Park Parent Activities,PAC,DPAC and PAC,Parent Advisory Councils,5088.00
Dawson Creek,Dawson Creek and District Band Association,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,5300.00
Dawson Creek,Dawson Creek and District Exhibition Association,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",22000.00
Dawson Creek,Dawson Creek Choral Society,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,10750.00
Dawson Creek,Dawson Creek Curling Club,Community Gaming Grant,Sport,Sports - Adult,21700.00
Dawson Creek,Dawson Creek Junior Hockey Association,Community Gaming Grant,Sport,Sports for Youth,15000.00
Dawson Creek,Dawson Creek Literacy Society,Community Gaming Grant,Human and Social Services,Community Education,5000.00
Dawson Creek,Dawson Creek Minor Hockey Association,Community Gaming Grant,Sport,Sports for Youth,52000.00
Dawson Creek,Dawson Creek Seals Swim Club,Community Gaming Grant,Sport,Sports for Youth,33000.00
Dawson Creek,Dawson Creek Secondary School Parent Advisory Council,Capital Project Grant,DPAC and PAC,Parent Advisory Councils,250000.00
Dawson Creek,Dawson Creek Secondary School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,22728.00
Dawson Creek,Dawson Creek Senior Hockey Association,Community Gaming Grant,Sport,Sports - Adult,15000.00
Dawson Creek,Dawson Creek Speed Skating Club,Community Gaming Grant,Sport,Sports for Youth,8700.00
Dawson Creek,Dawson Creek Wildcats Basketball Club,Community Gaming Grant,Sport,Sports for Youth,4400.00
Dawson Creek,Devereaux Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,2832.00
Dawson Creek,District Parent Advisory Council S.D. #59 - South Peace,DPAC,DPAC and PAC,District Parent Advisory Council,2500.00
Dawson Creek,Ecole Frank Ross Elementary PAC,PAC,DPAC and PAC,Parent Advisory Councils,10416.00
Dawson Creek,Kiwanis Arts Centre Society,Community Gaming Grant,Human and Social Services,Public Community Facilities,37850.00
Dawson Creek,Knights of Columbus- Dawson Creek Council  #4680,Community Gaming Grant,Human and Social Services,Community Service Organization,13000.00
Dawson Creek,Mile Zero Figure Skating Club,Community Gaming Grant,Sport,Sports for Youth,33800.00
Dawson Creek,Nawican Friendship Centre,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,50000.00
Dawson Creek,Northern Lights Community Charitable Gaming Association,Community Gaming Grant,Human and Social Services,Community Education,8000.00
Dawson Creek,Ron Pettigrew Christian School Parent Group,PAC,DPAC and PAC,Parent Advisory Councils,3768.00
Dawson Creek,Scouts Canada - 1st Dawson Creek Scouts,Community Gaming Grant,Human and Social Services,Enhancement of Youth,3800.00
Dawson Creek,Shrine Club #24 - Mile Zero,Community Gaming Grant,Human and Social Services,Community Service Organization,12700.00
Dawson Creek,South Peace Art Society,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,24500.00
Dawson Creek,South Peace Child Development Society,Community Gaming Grant,Human and Social Services,Enhancement of Youth,20000.00
Dawson Creek,South Peace Community Arts Council,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,3000.00
Dawson Creek,South Peace Community Resources Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,20100.00
Dawson Creek,Special Olympics British Columbia Society - Dawson Creek,Community Gaming Grant,Sport,Sports for Disabled Persons,4100.00
Dawson Creek,"Step Up ""N"" Ride Society",Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,50000.00
Dawson Creek,Tremblay Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,4224.00
Delta,828 Air Cadet Squadron Sponsoring Committee,Community Gaming Grant,Human and Social Services,Enhancement of Youth,5500.00
Delta,A Voice4paws Canine Rescue Society,Community Gaming Grant,Environment,Conservation of the Environment,14200.00
Delta,Air Cadet League of Canada - 819 North Delta Sponsoring Committee,Community Gaming Grant,Human and Social Services,Enhancement of Youth,10000.00
Delta,Annieville Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,6984.00
Delta,App Lutins Du Bois,Community Gaming Grant,Human and Social Services,Community Education,6300.00
Delta,Beach Grove Elementary Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,7296.00
Delta,Boundary Bay Bluebacks Swim Club,Community Gaming Grant,Sport,Sports for Youth,32500.00
Delta,Boundary Bay Montessori House PAC,PAC,DPAC and PAC,Parent Advisory Councils,864.00
Delta,British Columbia Ball Hockey Association,Community Gaming Grant,Sport,Sports - Adult,40000.00
Delta,British Columbia Guide Dog Services,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,120000.00
Delta,Brooke Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,7632.00
Delta,Burns Bog Conservation Society,Community Gaming Grant,Environment,Conservation of the Environment,62500.00
Delta,Burnsview Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,19368.00
Delta,Chalmers Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,11088.00
Delta,Cliff Drive Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,7464.00
Delta,Cougar Canyon Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,12168.00
Delta,Delta Adult Learning Advisory Committee,PAC,DPAC and PAC,Parent Advisory Councils,8040.00
Delta,Delta Community Band Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,4500.00
Delta,Delta Community Living Society,Community Gaming Grant,Human and Social Services,Public Health in the Community,64000.00
Delta,Delta Community Music School Society,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,9000.00
Delta,Delta Deas Rowing Club,Community Gaming Grant,Sport,Sports for Disabled Persons,23500.00
Delta,Delta District Parent Advisory Council,DPAC,DPAC and PAC,District Parent Advisory Council,2500.00
Delta,Delta Gymnastics Society,Community Gaming Grant,Sport,Sports for Youth,80000.00
Delta,Delta Hospice Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,90000.00
Delta,Delta Lacrosse Association,Community Gaming Grant,Sport,Sports for Youth,45000.00
Delta,Delta Life Skills Society,Community Gaming Grant,Human and Social Services,Enhancement of Youth,50000.00
Delta,Delta Marine Rescue Society,Community Gaming Grant,Public Safety,Enhancement of Public Safety,69500.00
Delta,Delta Revolution Roller Hockey,Community Gaming Grant,Sport,Sports for Youth,14000.00
Delta,Delta Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,26760.00
Delta,Delta Skating Club,Community Gaming Grant,Sport,Sports for Youth,24500.00
Delta,Delta Sungod Swim Club,Community Gaming Grant,Sport,Sports for Youth,42000.00
Delta,Delta Thistle Curling Club,Community Gaming Grant,Sport,Sports - Adult,13900.00
Delta,Deltassist Family and Community Services Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,100000.00
Delta,Delview Junior Secondary School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,16632.00
Delta,Devon Gardens Elementary P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,8712.00
Delta,DRS Earthwise Society,Community Gaming Grant,Environment,Conservation of the Environment,58750.00
Delta,English Bluff Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,4584.00
Delta,Ex-Britannia Red Lions Athletic Association,Community Gaming Grant,Sport,Sports for Youth,5000.00
Delta,Gibson Elementary Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,9840.00
Delta,Gray Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,13296.00
Delta,Hawthorne Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,11088.00
Delta,Hellings Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,7344.00
Delta,Holly Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,8904.00
Delta,Immaculate Conception School P.S.G.,PAC,DPAC and PAC,Parent Advisory Councils,10872.00
Delta,Jarvis Traditional School PAC,PAC,DPAC and PAC,Parent Advisory Councils,11040.00
Delta,Jubilate Vocal Ensemble Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,5200.00
Delta,Kerala Cultural Association of British Columbia,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,8000.00
Delta,Kinsmen Club of Ladner/Tsawwassen,Community Gaming Grant,Human and Social Services,Community Service Organization,11500.00
Delta,Kinvillage Association,Community Gaming Grant,Human and Social Services,Community Education,37000.00
Delta,Ladner Elementary Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,11160.00
Delta,Ladner Minor Baseball Association,Community Gaming Grant,Sport,Sports for Youth,25000.00
Delta,Lions Club of Tsawwassen Boundary Bay,Community Gaming Grant,Human and Social Services,Community Service Organization,8600.00
Delta,McCloskey Elementary School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,8928.00
Delta,Navy League of Canada - New Westminster Branch,Community Gaming Grant,Human and Social Services,Enhancement of Youth,11600.00
Delta,Neilson Grove Elementary PAC,PAC,DPAC and PAC,Parent Advisory Councils,5256.00
Delta,North Delta Football Association,Community Gaming Grant,Sport,Sports for Youth,23450.00
Delta,North Delta Junior Australian Football League,Community Gaming Grant,Sport,Sports for Youth,6500.00
Delta,North Delta Lions Club,Community Gaming Grant,Human and Social Services,Community Service Organization,18000.00
Delta,North Delta Minor Hockey Association,Community Gaming Grant,Sport,Sports for Youth,95000.00
Delta,North Delta Senior Secondary PAC,PAC,DPAC and PAC,Parent Advisory Councils,24600.00
Delta,North Delta Soccer Club,Community Gaming Grant,Sport,Sports for Youth,55000.00
Delta,North Surrey Lions Club,Community Gaming Grant,Human and Social Services,Community Service Organization,30000.00
Delta,Port Guichon Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,4176.00
Delta,Reach Child and Youth Development Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,99000.00
Delta,Richardson Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,10536.00
Delta,Rotary Club of Tsawwassen,Community Gaming Grant,Human and Social Services,Community Service Organization,11000.00
Delta,Sacred Heart School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,8664.00
Delta,Sands Secondary P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,18648.00
Delta,Scouts Canada - 1st Kirkland,Community Gaming Grant,Human and Social Services,Enhancement of Youth,9500.00
Delta,Scouts Canada - 3rd Boundary Bay,Community Gaming Grant,Human and Social Services,Enhancement of Youth,8800.00
Delta,Scouts Canada - 4th Surdel,Community Gaming Grant,Human and Social Services,Enhancement of Youth,5700.00
Delta,Scouts Canada - 8th Surdel,Community Gaming Grant,Human and Social Services,Enhancement of Youth,9000.00
Delta,Scouts Canada - 9th Surdel,Community Gaming Grant,Human and Social Services,Enhancement of Youth,11100.00
Delta,Seaquam Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,33936.00
Delta,Sidekick Players Club,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,15000.00
Delta,South Delta Minor Hockey Association,Community Gaming Grant,Sport,Sports for Youth,119000.00
Delta,South Delta Rams Football Club,Community Gaming Grant,Sport,Sports for Youth,8200.00
Delta,South Delta Secondary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,35592.00
Delta,South Delta United Soccer Club,Community Gaming Grant,Sport,Sports for Youth,81000.00
Delta,South Park School PAC,PAC,DPAC and PAC,Parent Advisory Councils,8352.00
Delta,Sungod Skating Club,Community Gaming Grant,Sport,Sports for Youth,64000.00
Delta,Sunshine Hills Elementary School P.A.C.,PAC,DPAC and PAC,Parent Advisory Councils,13464.00
Delta,Sunshine Hills Parent Participation Preschool,Community Gaming Grant,Human and Social Services,Community Education,7000.00
Delta,Tsawwassen Order of Old Bastards,Community Gaming Grant,Human and Social Services,Community Service Organization,22000.00
Delta,Tunnel Town Curling Club,Community Gaming Grant,Sport,Sports for Youth,18000.00
Delta,Wesburn Wranglers of Burnaby Teen and PreTeen Square Dance Club,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,6000.00
Delta,West Coast Junior Lacrosse League,Community Gaming Grant,Sport,Sports for Youth,77000.00
Delta,Winskill Dolphin Swim Club,Community Gaming Grant,Sport,Sports for Youth,20000.00
Delta,Winskill Otters Masters Swim Club,Community Gaming Grant,Sport,Sports - Adult,11000.00
Delta,Young People's Opera Society of BC,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,6500.00
Denman Island,Denman Island Community Education Society,Community Gaming Grant,Human and Social Services,Community Education,11000.00
Denman Island,Denman Island Community School Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,1200.00
Denman Island,Denman Island Preschool Society-Blackberry Lane,Community Gaming Grant,Human and Social Services,Community Education,6300.00
Deroche,Deroche Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,1944.00
Dewdney,Dewdney Elementary Parent Advisory Council,PAC,DPAC and PAC,Parent Advisory Councils,3720.00
Duncan,2924 Khowutzun RCACC,Community Gaming Grant,Human and Social Services,Enhancement of Youth,2800.00
Duncan,Alex Aitken Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,5976.00
Duncan,Alexander Elementary School PAC,PAC,DPAC and PAC,Parent Advisory Councils,6576.00
Duncan,B.C. Seniors Games Society - Zone 1,Community Gaming Grant,Sport,Sports - Adult,45000.00
Duncan,Big Brothers Big Sisters of the Cowichan Valley,Community Gaming Grant,Human and Social Services,Enhancement of Youth,46800.00
Duncan,British Columbia Forest Museum,Community Gaming Grant,Arts and Culture,Youth Arts and Culture,56000.00
Duncan,Canadian Mental Health Association - Cowichan Valley Branch 1992,Community Gaming Grant,Human and Social Services,Community Service Organization,14300.00
Duncan,Clements Centre Society,Community Gaming Grant,Human and Social Services,Community Service Organization,34660.00
Duncan,Cowichan Camerata String Orchestra Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,2000.00
Duncan,Cowichan Community Land Trust Society,Community Gaming Grant,Environment,Conservation of the Environment,42500.00
Duncan,Cowichan Energy Alternatives Society,Community Gaming Grant,Environment,Conservation of the Environment,49000.00
Duncan,Cowichan Exhibition,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",32500.00
Duncan,Cowichan Family Caregivers Support Society,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,20230.00
Duncan,Cowichan Family Life Association,Community Gaming Grant,Human and Social Services,Disadvantage Distress Poverty,44400.00
Duncan,Cowichan Field Hockey Association,Community Gaming Grant,Sport,Sports - Adult,7500.00
Duncan,Cowichan Folk Guild,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,25000.00
Duncan,Cowichan Green Community Society,Community Gaming Grant,Environment,Conservation of the Environment,45000.00
Duncan,Cowichan Historical Society,Community Gaming Grant,Arts and Culture,"Fairs, Festivals, Museums",39000.00
Duncan,Cowichan Musical Theatre Society,Community Gaming Grant,Arts and Culture,Adult Arts and Culture,11000.00
Duncan,Cowichan Preschool Association,Community Gaming Grant,Human and Social Services,Community Education,7000.00
